,Price,Desc,All,Type,Date
30,£8.00,b'Freixenet Cordon Rosado Cava',b'Freixenet Cordon Rosado Cava 75cl Only \xc2\xa38.00: Save \xc2\xa33.00 \xc2\xa38.00/unit \xc2\xa38.00/75cl',Champagne,2021-03-01
31,£10.00,"b""Sainsbury's Prosecco Rose, Taste the Difference""","b""Sainsbury's Prosecco Rose, Taste the Difference 75ml \xc2\xa310.00/unit \xc2\xa310.00/75cl""",Champagne,2021-03-01
32,£50.00,b'Laurent-Perrier Cuve\xc3\xa9 Ros\xc3\xa9 Champagne',b'Laurent-Perrier Cuve\xc3\xa9 Ros\xc3\xa9 Champagne 75cl Only \xc2\xa350.00: Save \xc2\xa312.00 \xc2\xa350.00/unit \xc2\xa350.00/75cl',Champagne,2021-03-01
33,£2.75,"b""Sainsbury's Fairtrade Moscato Sparkling Ros\xc3\xa9, Tas""","b""Sainsbury's Fairtrade Moscato Sparkling Ros\xc3\xa9, Taste the Difference (Small bottle) 18.7cl \xc2\xa32.75/uni""",Champagne,2021-03-01
34,£12.00,b'Freixenet Italian Sparkling Rose Extra Dry Wine',b'Freixenet Italian Sparkling Rose Extra Dry Wine 75cl \xc2\xa312.00/unit \xc2\xa312.00/75cl',Champagne,2021-03-01
35,£7.50,b'McGuigan Black Label Premium Release Sparkling Shi',b'McGuigan Black Label Premium Release Sparkling Shiraz 750ml \xc2\xa37.50/unit \xc2\xa37.50/75cl',Champagne,2021-03-01
36,£20.00,b'Chapel Down Non Vintage Reserve Brut Sparkling Win',b'Chapel Down Non Vintage Reserve Brut Sparkling Wine 75cl Only \xc2\xa320.00: Save \xc2\xa33.00 \xc2\xa320.00/unit \xc2\xa320',Champagne,2021-03-01
37,£20.00,b'Heidsieck Monopole Blue Top Brut Champagne',b'Heidsieck Monopole Blue Top Brut Champagne 75cl Only \xc2\xa320.00: Save \xc2\xa38.00 \xc2\xa320.00/unit \xc2\xa320.00/75cl',Champagne,2021-03-01
38,£38.00,b'Taittinger Brut R\xc3\xa9serve Champagne',b'Taittinger Brut R\xc3\xa9serve Champagne 750ml \xc2\xa338.00/unit \xc2\xa338.00/75cl',Champagne,2021-03-01
39,£30.00,b'Lanson Le Ros\xc3\xa9',b'Lanson Le Ros\xc3\xa9 75cl Only \xc2\xa330.00: Save \xc2\xa39.00 \xc2\xa330.00/unit \xc2\xa330.00/75cl',Champagne,2021-03-01
40,£54.00,b'Veuve Clicquot Vintage Reserve',b'Veuve Clicquot Vintage Reserve 75cl \xc2\xa354.00/unit \xc2\xa354.00/75cl',Champagne,2021-03-01
41,£11.50,"b""Sainsbury's Cremant De Loire Rose, Taste the Diffe""","b""Sainsbury's Cremant De Loire Rose, Taste the Difference 75cl \xc2\xa311.50/unit \xc2\xa311.50/75cl""",Champagne,2021-03-01
42,£10.00,b'Mionetto Orange Label Prosecco',b'Mionetto Orange Label Prosecco 75cl \xc2\xa310.00/unit \xc2\xa310.00/75cl',Champagne,2021-03-01
43,£10.00,b'Oyster Bay Sparkling Cuv\xc3\xa9e Brut',b'Oyster Bay Sparkling Cuv\xc3\xa9e Brut 75cl Only \xc2\xa310.00: Save \xc2\xa33.00 \xc2\xa310.00/unit \xc2\xa310.00/75cl',Champagne,2021-03-01
44,£47.00,b'Veuve Clicquot Ros\xc3\xa9 Non Vintage Champagne',b'Veuve Clicquot Ros\xc3\xa9 Non Vintage Champagne 75cl \xc2\xa347.00/unit \xc2\xa347.00/75cl',Champagne,2021-03-01
45,£19.00,"b""Sainsbury's Demi-sec Champagne, Non Vintage""","b""Sainsbury's Demi-sec Champagne, Non Vintage 75cl \xc2\xa319.00/unit \xc2\xa319.00/75cl""",Champagne,2021-03-01
46,£18.00,"b""Sainsbury's Brut Non Vintage Champagne, Taste the ""","b""Sainsbury's Brut Non Vintage Champagne, Taste the Difference 75cl \xc2\xa318.00/unit \xc2\xa318.00/75cl""",Champagne,2021-03-01
47,£10.00,b'Lanson Le Black Label Brut',b'Lanson Le Black Label Brut 20cl \xc2\xa310.00/unit \xc2\xa337.50/75cl',Champagne,2021-03-01
48,£47.00,b'Mo\xc3\xabt & Chandon',b'Mo\xc3\xabt & Chandon 2012 Vintage Champagne 75cl \xc2\xa347.00/unit \xc2\xa347.00/75cl',Champagne,2021-03-01
49,£1.50,b'Nosecco Spumante',b'Nosecco Spumante 20cl \xc2\xa31.50/unit \xc2\xa35.63/75cl',Champagne,2021-03-01
50,£85.00,b'Veuve Clicquot Yellow Label Brut Non Vintage Champ',b'Veuve Clicquot Yellow Label Brut Non Vintage Champagne 1.5L \xc2\xa385.00/unit \xc2\xa342.50/75cl',Champagne,2021-03-01
51,£8.00,b'Yellow Tail Bubbles Rose',b'Yellow Tail Bubbles Rose 75cl Only \xc2\xa38.00: Save \xc2\xa32.00 \xc2\xa38.00/unit \xc2\xa38.00/75cl',Champagne,2021-03-01
52,£4.50,b'Freixenet 0.0% Alcohol Free Sparkling Ros\xc3\xa9',b'Freixenet 0.0% Alcohol Free Sparkling Ros\xc3\xa9 75cl \xc2\xa34.50/unit \xc2\xa34.50/75cl',Champagne,2021-03-01
53,£2.25,b'I Heart Ros\xc3\xa9 Frizzante Can',b'I Heart Ros\xc3\xa9 Frizzante Can 20cl \xc2\xa32.25/unit \xc2\xa38.44/75cl',Champagne,2021-03-01
54,£80.00,b'Mo\xc3\xabt & Chandon Imp\xc3\xa9rial Brut Non Vintage Champag',b'Mo\xc3\xabt & Chandon Imp\xc3\xa9rial Brut Non Vintage Champagne 1.5L \xc2\xa380.00/unit \xc2\xa340.00/75cl',Champagne,2021-03-01
55,£11.00,b'Louis Bouillot Cr\xc3\xa9mant de Bourgogne Brut',b'Louis Bouillot Cr\xc3\xa9mant de Bourgogne Brut 75cl Introductory Offer: Only \xc2\xa311.00 \xc2\xa311.00/unit \xc2\xa311.00',Champagne,2021-03-01
56,£7.50,b'I Heart Prosecco Rose',b'I Heart Prosecco Rose 75cl Introductory Offer: Only \xc2\xa37.50 \xc2\xa37.50/unit \xc2\xa37.50/75cl',Champagne,2021-03-01
57,£24.00,b'Ellercombe English Quality Sparkling Wine',b'Ellercombe English Quality Sparkling Wine 75cl \xc2\xa324.00/unit \xc2\xa324.00/75cl',Champagne,2021-03-01
58,£5.00,b'Gourmet Cocktails Champagne & Prosecco Toppers',b'Gourmet Cocktails Champagne & Prosecco Toppers 280ml \xc2\xa35.00/unit \xc2\xa317.86/ltr',Champagne,2021-03-01
59,£22.00,"b""Sainsbury's Cr\xc3\xa9mant De Loire, Taste the Differenc""","b""Sainsbury's Cr\xc3\xa9mant De Loire, Taste the Difference 1.5L \xc2\xa322.00/unit \xc2\xa311.00/75cl""",Champagne,2021-03-01
0,£9.50,b'Brancott Estate Sauvignon Blanc',b'Brancott Estate Sauvignon Blanc 75cl \xc2\xa39.50/unit \xc2\xa39.50/75cl',White wine,2021-03-01
1,£8.25,b'Villa Maria Private Bin Sauvignon Blanc',b'Villa Maria Private Bin Sauvignon Blanc 75cl Only \xc2\xa38.25: Save \xc2\xa31.75 \xc2\xa38.25/unit \xc2\xa38.25/75cl',White wine,2021-03-01
2,£9.00,b'Oyster Bay Sauvignon Blanc',b'Oyster Bay Sauvignon Blanc 75cl \xc2\xa39.00/unit \xc2\xa39.00/75cl',White wine,2021-03-01
3,£7.50,"b""Sainsbury's Languedoc White Wine, Taste the Differ""","b""Sainsbury's Languedoc White Wine, Taste the Difference 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl""",White wine,2021-03-01
4,£6.50,"b""Sainsbury's Rioja Blanco, Taste the Difference""","b""Sainsbury's Rioja Blanco, Taste the Difference 75cl Only \xc2\xa36.50: Save \xc2\xa31.50 \xc2\xa36.50/unit \xc2\xa36.50/75cl""",White wine,2021-03-01
5,£8.00,"b""Sainsbury's Touraine Sauvignon Blanc, Taste the Di""","b""Sainsbury's Touraine Sauvignon Blanc, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",White wine,2021-03-01
6,£7.75,b'Most Wanted Albarino',b'Most Wanted Albarino 75cl Only \xc2\xa37.75: Save \xc2\xa31.25 \xc2\xa37.75/unit \xc2\xa37.75/75cl',White wine,2021-03-01
7,£8.50,b'Brancott Estate Flight Sauvignon Blanc',b'Brancott Estate Flight Sauvignon Blanc 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl',White wine,2021-03-01
8,£5.00,b'Phantom River Sauvignon Blanc',b'Phantom River Sauvignon Blanc 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl',White wine,2021-03-01
9,£5.50,b'Clearsprings Sauvignon Blanc',b'Clearsprings Sauvignon Blanc 75cl \xc2\xa35.50/unit \xc2\xa35.50/75cl',White wine,2021-03-01
10,£6.00,"b""Sainsbury's Pinot Grigio, Taste the Difference""","b""Sainsbury's Pinot Grigio, Taste the Difference 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl""",White wine,2021-03-01
11,£4.50,"b""Sainsbury's House Pinot Grigio""","b""Sainsbury's House Pinot Grigio 75cl \xc2\xa34.50/unit \xc2\xa34.50/75cl""",White wine,2021-03-01
12,£5.10,b'McGuigan Estate Chardonnay',b'McGuigan Estate Chardonnay 75cl \xc2\xa35.10/unit \xc2\xa35.10/75cl',White wine,2021-03-01
13,£5.75,b'Barefoot Pinot Grigio',b'Barefoot Pinot Grigio 75cl Only \xc2\xa35.75: Save \xc2\xa31.00 \xc2\xa35.75/unit \xc2\xa35.75/75cl',White wine,2021-03-01
14,£5.00,b'Mondelli',b'Mondelli 789 Pinot Grigio 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl',White wine,2021-03-01
15,£5.00,b'Vina Maipo Sauvignon Blanc',b'Vina Maipo Sauvignon Blanc 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl',White wine,2021-03-01
16,£4.00,b'Mondelli Pinot Grigio',b'Mondelli Pinot Grigio 75cl Only \xc2\xa34.00: Save 85p \xc2\xa34.00/unit \xc2\xa34.00/75cl',White wine,2021-03-01
17,£7.00,b'Bergerac Grande Reserve Sauvignon Blanc Semillon',b'Bergerac Grande Reserve Sauvignon Blanc Semillon 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',White wine,2021-03-01
18,£8.00,"b""Sainsbury's Coolwater Bay Marlborough Sauvignon, T""","b""Sainsbury's Coolwater Bay Marlborough Sauvignon, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",White wine,2021-03-01
19,£5.30,b'Hardys Varietal Chardonnay',b'Hardys Varietal Chardonnay 75cl \xc2\xa35.30/unit \xc2\xa35.30/75cl',White wine,2021-03-01
20,£6.00,"b""Sainsbury's Chilean Sauvignon Blanc, Taste the Dif""","b""Sainsbury's Chilean Sauvignon Blanc, Taste the Difference 75cl Only \xc2\xa36.00: Save \xc2\xa31.50 \xc2\xa36.00/unit """,White wine,2021-03-01
21,£7.50,b'Torres Vina Sol',b'Torres Vina Sol 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl',White wine,2021-03-01
22,£4.50,"b""Sainsbury's House Soave""","b""Sainsbury's House Soave 75cl \xc2\xa34.50/unit \xc2\xa34.50/75cl""",White wine,2021-03-01
23,£6.00,b'Oxford Landing Sauvignon Blanc',b'Oxford Landing Sauvignon Blanc 75cl \xc2\xa36.00/unit \xc2\xa36.00/75cl',White wine,2021-03-01
24,£8.00,b'Elegant Frog Viognier',b'Elegant Frog Viognier 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl',White wine,2021-03-01
25,£5.25,b'Mondelli Pinot Grigio Blush',b'Mondelli Pinot Grigio Blush 75cl Only \xc2\xa35.25: Save 50p \xc2\xa35.25/unit \xc2\xa35.25/75cl',White wine,2021-03-01
26,£4.60,b'Wollemi Chardonnay',b'Wollemi Chardonnay 75cl \xc2\xa34.60/unit \xc2\xa34.60/75cl',White wine,2021-03-01
27,£5.25,b'I Heart Pinot Grigio',b'I Heart Pinot Grigio 75cl \xc2\xa35.25/unit \xc2\xa35.25/75cl',White wine,2021-03-01
28,£7.50,b'Porcupine Ridge Sauvignon Blanc',b'Porcupine Ridge Sauvignon Blanc 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl',White wine,2021-03-01
29,£5.00,b'Blossom Hill White',b'Blossom Hill White 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl',White wine,2021-03-01
30,£6.00,b'Yellow Tail Chardonnay',b'Yellow Tail Chardonnay 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl',White wine,2021-03-01
31,£5.25,b'Torretta Di Mondelli Pinot Grigio',b'Torretta Di Mondelli Pinot Grigio 75cl \xc2\xa35.25/unit \xc2\xa35.25/75cl',White wine,2021-03-01
32,£7.50,b'Casillero Del Diablo Sauvignon Blanc',b'Casillero Del Diablo Sauvignon Blanc 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl',White wine,2021-03-01
33,£13.00,"b""Sainsbury's House Soave""","b""Sainsbury's House Soave 2.25L \xc2\xa313.00/unit \xc2\xa34.33/75cl""",White wine,2021-03-01
34,£5.10,b'Mcguigan Estate Pinot Grigio',b'Mcguigan Estate Pinot Grigio 75cl \xc2\xa35.10/unit \xc2\xa35.10/75cl',White wine,2021-03-01
35,£7.00,"b""Sainsbury's Bordeaux Sauvignon Blanc, Taste the Di""","b""Sainsbury's Bordeaux Sauvignon Blanc, Taste the Difference 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl""",White wine,2021-03-01
36,£6.00,b'McGuigan Reserve Chardonnay',b'McGuigan Reserve Chardonnay 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl',White wine,2021-03-01
37,£6.75,b'Silver Moki Sauvignon Blanc',b'Silver Moki Sauvignon Blanc 75cl \xc2\xa36.75/unit \xc2\xa36.75/75cl',White wine,2021-03-01
38,£7.00,b'Wolf Blass Red Label Chardonnay Semillon',b'Wolf Blass Red Label Chardonnay Semillon 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',White wine,2021-03-01
39,£1.95,"b""Sainsbury's House Pinot Grigio (Small bottle)""","b""Sainsbury's House Pinot Grigio (Small bottle) 18.7cl \xc2\xa31.95/unit \xc2\xa37.82/75cl""",White wine,2021-03-01
40,£2.75,"b""Sainsbury's Alcohol Free White Wine""","b""Sainsbury's Alcohol Free White Wine 75cl \xc2\xa32.75/unit \xc2\xa32.75/75cl""",White wine,2021-03-01
41,£4.95,b'Montpierre Reserve Sauvignon Blanc',b'Montpierre Reserve Sauvignon Blanc 75cl \xc2\xa34.95/unit \xc2\xa34.95/75cl',White wine,2021-03-01
42,£8.00,b'Wolf Blass Yellow Label Chardonnay',b'Wolf Blass Yellow Label Chardonnay 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl',White wine,2021-03-01
43,£6.00,"b""Sainsbury's Pinot Grigio Dolomiti Blush, Taste the""","b""Sainsbury's Pinot Grigio Dolomiti Blush, Taste the Difference 75cl Only \xc2\xa36.00: Save \xc2\xa31.50 \xc2\xa36.00/u""",White wine,2021-03-01
44,£8.50,b'Dark Horse Chardonnay',b'Dark Horse Chardonnay 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl',White wine,2021-03-01
45,£7.00,"b""Sainsbury's Verdicchio Dei Castelli Di Jesi, Taste""","b""Sainsbury's Verdicchio Dei Castelli Di Jesi, Taste the Difference 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl""",White wine,2021-03-01
46,£8.50,"b""Sainsbury's Albarino, Taste the Difference""","b""Sainsbury's Albarino, Taste the Difference 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl""",White wine,2021-03-01
47,£5.10,b'McGuigan Estate Sauvignon Blanc',b'McGuigan Estate Sauvignon Blanc 75cl \xc2\xa35.10/unit \xc2\xa35.10/75cl',White wine,2021-03-01
48,£8.00,b'Baron De Guers Picpoul De Pinet',b'Baron De Guers Picpoul De Pinet 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl',White wine,2021-03-01
49,£8.00,"b""Sainsbury's Macon Villages, Taste the Difference""","b""Sainsbury's Macon Villages, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",White wine,2021-03-01
50,£7.50,"b""Sainsbury's Chenin Blanc, Taste the Difference""","b""Sainsbury's Chenin Blanc, Taste the Difference 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl""",White wine,2021-03-01
51,£5.35,b'McGuigan Classic Sauvignon Blanc',b'McGuigan Classic Sauvignon Blanc 75cl \xc2\xa35.35/unit \xc2\xa35.35/75cl',White wine,2021-03-01
52,£12.00,"b""Sainsbury's Chablis, Taste the Difference""","b""Sainsbury's Chablis, Taste the Difference 75cl \xc2\xa312.00/unit \xc2\xa312.00/75cl""",White wine,2021-03-01
53,£5.25,b'Black Tower White',b'Black Tower White 75cl \xc2\xa35.25/unit \xc2\xa35.25/75cl',White wine,2021-03-01
54,£6.00,b'Country Manor Perry',b'Country Manor Perry 3L \xc2\xa36.00/unit \xc2\xa31.50/75cl',White wine,2021-03-01
55,£5.25,b'Alvorado Vinho Verde',b'Alvorado Vinho Verde 75cl \xc2\xa35.25/unit \xc2\xa35.25/75cl',White wine,2021-03-01
56,£10.50,"b""Sainsbury's Petit Chablis, Taste the Difference""","b""Sainsbury's Petit Chablis, Taste the Difference 75cl \xc2\xa310.50/unit \xc2\xa310.50/75cl""",White wine,2021-03-01
57,£1.95,"b""Sainsbury's House Chardonnay (Small bottle)""","b""Sainsbury's House Chardonnay (Small bottle) 18.7cl \xc2\xa31.95/unit \xc2\xa37.82/75cl""",White wine,2021-03-01
58,£7.00,b'Yellow Tail Pinot Grigio',b'Yellow Tail Pinot Grigio 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',White wine,2021-03-01
59,£2.75,b'Brancott Estate Sauvignon Blanc (Small bottle)',b'Brancott Estate Sauvignon Blanc (Small bottle) 18.7cl \xc2\xa32.75/unit \xc2\xa311.03/75cl',White wine,2021-03-01
0,£7.50,"b""Sainsbury's Languedoc Red, Taste the Difference""","b""Sainsbury's Languedoc Red, Taste the Difference 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl""",Red wine,2021-03-01
1,£7.00,b'Brancott Estate Hawkes Bay Merlot Red Wine',b'Brancott Estate Hawkes Bay Merlot Red Wine 75cl Only \xc2\xa37.00: Save \xc2\xa31.00 \xc2\xa37.00/unit \xc2\xa37.00/75cl',Red wine,2021-03-01
2,£5.10,b'McGuigan Estate Merlot',b'McGuigan Estate Merlot 75cl \xc2\xa35.10/unit \xc2\xa35.10/75cl',Red wine,2021-03-01
3,£5.10,b'McGuigan Estate South Australian Shiraz',b'McGuigan Estate South Australian Shiraz 75cl \xc2\xa35.10/unit \xc2\xa35.10/75cl',Red wine,2021-03-01
4,£6.00,b'Yellow Tail Shiraz',b'Yellow Tail Shiraz 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl',Red wine,2021-03-01
5,£5.75,b'Barefoot Merlot',b'Barefoot Merlot 75cl Only \xc2\xa35.75: Save \xc2\xa31.00 \xc2\xa35.75/unit \xc2\xa35.75/75cl',Red wine,2021-03-01
6,£5.00,b'Vina Maipo Merlot',b'Vina Maipo Merlot 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl',Red wine,2021-03-01
7,£6.75,b'Barefoot Malbec',b'Barefoot Malbec 75cl \xc2\xa36.75/unit \xc2\xa36.75/75cl',Red wine,2021-03-01
8,£6.00,b'La Patrie Cahors Malbec',b'La Patrie Cahors Malbec 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl',Red wine,2021-03-01
9,£6.75,b'Bouchard Aine Et Fils Pinot Noir',b'Bouchard Aine Et Fils Pinot Noir 75cl Only \xc2\xa36.75: Save 75p \xc2\xa36.75/unit \xc2\xa36.75/75cl',Red wine,2021-03-01
10,£5.00,b'Blossom Hill Red',b'Blossom Hill Red 75cl \xc2\xa35.00/unit \xc2\xa35.00/75cl',Red wine,2021-03-01
11,£5.75,b'Carta Roja Gran Reserva',b'Carta Roja Gran Reserva 75cl \xc2\xa35.75/unit \xc2\xa35.75/75cl',Red wine,2021-03-01
12,£4.60,b'Wollemi Shiraz-Merlot',b'Wollemi Shiraz-Merlot 75cl \xc2\xa34.60/unit \xc2\xa34.60/75cl',Red wine,2021-03-01
13,£7.00,b'McGuigan Reserve Shiraz',b'McGuigan Reserve Shiraz 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',Red wine,2021-03-01
14,£10.00,b'Campo Viejo Rioja Reserva',b'Campo Viejo Rioja Reserva 75cl \xc2\xa310.00/unit \xc2\xa310.00/75cl',Red wine,2021-03-01
15,£7.00,b'Wolf Blass Red Label Shiraz Cabernet',b'Wolf Blass Red Label Shiraz Cabernet 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',Red wine,2021-03-01
16,£6.00,b'Yellow Tail Merlot',b'Yellow Tail Merlot 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl',Red wine,2021-03-01
17,£7.75,"b""Sainsbury's Vinedos Barrihuelo Rioja Crianza, Tast""","b""Sainsbury's Vinedos Barrihuelo Rioja Crianza, Taste the Difference 75cl \xc2\xa37.75/unit \xc2\xa37.75/75cl""",Red wine,2021-03-01
18,£5.10,b'McGuigan Estate Cabernet Sauvignon',b'McGuigan Estate Cabernet Sauvignon 75cl \xc2\xa35.10/unit \xc2\xa35.10/75cl',Red wine,2021-03-01
19,£8.50,"b""Sainsbury's Morador Malbec, Taste the Difference""","b""Sainsbury's Morador Malbec, Taste the Difference 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl""",Red wine,2021-03-01
20,£7.50,b'Graffigna Reserve Malbec',b'Graffigna Reserve Malbec 75cl Only \xc2\xa37.50: Save \xc2\xa31.50 \xc2\xa37.50/unit \xc2\xa37.50/75cl',Red wine,2021-03-01
21,£1.95,"b""Sainsbury's House Merlot (Small bottle)""","b""Sainsbury's House Merlot (Small bottle) 18.7cl \xc2\xa31.95/unit \xc2\xa37.82/75cl""",Red wine,2021-03-01
22,£5.75,b'Terres De Galets C\xc3\xb4tes du Rh\xc3\xb4ne',b'Terres De Galets C\xc3\xb4tes du Rh\xc3\xb4ne 75cl \xc2\xa35.75/unit \xc2\xa35.75/75cl',Red wine,2021-03-01
23,£5.75,b'Barefoot Shiraz',b'Barefoot Shiraz 75cl Only \xc2\xa35.75: Save \xc2\xa31.00 \xc2\xa35.75/unit \xc2\xa35.75/75cl',Red wine,2021-03-01
24,£5.75,b'Gallo Family Vineyards Merlot',b'Gallo Family Vineyards Merlot 75cl \xc2\xa35.75/unit \xc2\xa35.75/75cl',Red wine,2021-03-01
25,£7.50,b'Cono Sur Pinot Noir',b'Cono Sur Pinot Noir 75cl \xc2\xa37.50/unit \xc2\xa37.50/75cl',Red wine,2021-03-01
26,£6.50,b'Prestige de Calvet Bordeaux',b'Prestige de Calvet Bordeaux 75cl Only \xc2\xa36.50: Save \xc2\xa31.00 \xc2\xa36.50/unit \xc2\xa36.50/75cl',Red wine,2021-03-01
27,£4.50,"b""Sainsbury's House Red""","b""Sainsbury's House Red 75cl \xc2\xa34.50/unit \xc2\xa34.50/75cl""",Red wine,2021-03-01
28,£8.00,"b""Apothic Winemakers' Blend Red""","b""Apothic Winemakers' Blend Red 75cl Only \xc2\xa38.00: Save \xc2\xa31.00 \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Red wine,2021-03-01
29,£2.75,"b""Sainsbury's Alcohol Free Red Wine""","b""Sainsbury's Alcohol Free Red Wine 75cl \xc2\xa32.75/unit \xc2\xa32.75/75cl""",Red wine,2021-03-01
30,£7.00,b'Yellow Tail Malbec',b'Yellow Tail Malbec 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',Red wine,2021-03-01
31,£2.25,b'Campo Viejo Rioja Tempranillo Red Wine',b'Campo Viejo Rioja Tempranillo Red Wine 187ml \xc2\xa32.25/unit \xc2\xa39.02/75cl',Red wine,2021-03-01
32,£5.85,b'Era Costana Crianza Rioja',b'Era Costana Crianza Rioja 75cl \xc2\xa35.85/unit \xc2\xa35.85/75cl',Red wine,2021-03-01
33,£8.50,b'Dark Horse Cabernet Sauvignon',b'Dark Horse Cabernet Sauvignon 75cl \xc2\xa38.50/unit \xc2\xa38.50/75cl',Red wine,2021-03-01
34,£6.00,b'Beyerskloof Pinotage',b'Beyerskloof Pinotage 75cl Only \xc2\xa36.00: Save \xc2\xa32.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl',Red wine,2021-03-01
35,£5.75,"b""Sainsbury's Cabernet Sauvignon, SO Organic""","b""Sainsbury's Cabernet Sauvignon, SO Organic 75cl Only \xc2\xa35.75: Save 75p \xc2\xa35.75/unit \xc2\xa35.75/75cl""",Red wine,2021-03-01
36,£7.00,b'McGuigan Reserve Cabernet Sauvignon',b'McGuigan Reserve Cabernet Sauvignon 75cl \xc2\xa37.00/unit \xc2\xa37.00/75cl',Red wine,2021-03-01
37,£3.85,b'Penguin Sands Shiraz',b'Penguin Sands Shiraz 75cl \xc2\xa33.85/unit \xc2\xa33.85/75cl',Red wine,2021-03-01
38,£13.00,"b""Sainsbury's House Cabernet Sauvignon""","b""Sainsbury's House Cabernet Sauvignon 2.25L \xc2\xa313.00/unit \xc2\xa34.33/75cl""",Red wine,2021-03-01
39,£6.25,b'Porcupine Ridge Shiraz',b'Porcupine Ridge Shiraz 75cl Only \xc2\xa36.25: Save \xc2\xa31.25 \xc2\xa36.25/unit \xc2\xa36.25/75cl',Red wine,2021-03-01
40,£8.00,b'Wolf Blass Yellow Label Cabernet',b'Wolf Blass Yellow Label Cabernet 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl',Red wine,2021-03-01
41,£9.00,b'Georges Duboeuf Fleurie',b'Georges Duboeuf Fleurie 75cl Only \xc2\xa39.00: Save \xc2\xa31.00 \xc2\xa39.00/unit \xc2\xa39.00/75cl',Red wine,2021-03-01
42,£7.50,"b""Sainsbury's Rioja Reserva, Taste the Difference""","b""Sainsbury's Rioja Reserva, Taste the Difference 75cl Only \xc2\xa37.50: Save \xc2\xa31.50 \xc2\xa37.50/unit \xc2\xa37.50/75c""",Red wine,2021-03-01
43,£4.40,"b""Sainsbury's House Cabernet Sauvignon""","b""Sainsbury's House Cabernet Sauvignon 75cl \xc2\xa34.40/unit \xc2\xa34.40/75cl""",Red wine,2021-03-01
44,£10.50,b'Oyster Bay Merlot',b'Oyster Bay Merlot 75cl \xc2\xa310.50/unit \xc2\xa310.50/75cl',Red wine,2021-03-01
45,£6.00,"b""Sainsbury's Maipo Merlot, Taste the Difference""","b""Sainsbury's Maipo Merlot, Taste the Difference 75cl Only \xc2\xa36.00: Save \xc2\xa31.00 \xc2\xa36.00/unit \xc2\xa36.00/75cl""",Red wine,2021-03-01
46,£4.85,b'Stamford Brook Merlot',b'Stamford Brook Merlot 75cl \xc2\xa34.85/unit \xc2\xa34.85/75cl',Red wine,2021-03-01
47,£8.00,"b""Sainsbury's Beaujolais Sup\xc3\xa9rieur, Taste the Diffe""","b""Sainsbury's Beaujolais Sup\xc3\xa9rieur, Taste the Difference 75cl \xc2\xa38.00/unit \xc2\xa38.00/75cl""",Red wine,2021-03-01
48,£18.00,b'Ch\xc3\xa2teauneuf Du Pape Les Courlandes',b'Ch\xc3\xa2teauneuf Du Pape Les Courlandes 75cl \xc2\xa318.00/unit \xc2\xa318.00/75cl',Red wine,2021-03-01
